,index1,Category
755,1967,0
756,1968,0
757,1969,0
758,1970,0
759,1971,0
760,1972,0
761,1973,0
762,1974,0
763,1975,0
764,1976,0
765,1977,0
766,1978,0
29853,1979,96
29854,1980,96
29855,1981,96
767,1982,0
768,1983,0
769,1984,0
770,1985,0
771,1986,0
772,1987,0
773,1988,0
774,1989,0
775,1990,0
776,1991,0
777,1992,0
778,1993,0
779,1994,0
29856,1995,96
29857,1996,96
29858,1997,96
29859,1998,96
29860,1999,96
780,2000,0
781,2001,0
782,2002,0
783,2003,0
784,2004,0
29861,2005,96
785,2006,0
786,2007,0
787,2008,0
29862,2009,96
788,2010,0
789,2011,0
29863,2012,96
29864,2013,96
29865,2014,96
790,2015,0
791,2016,0
792,2017,0
793,2018,0
794,2019,0
795,2020,0
796,2021,0
797,2022,0
798,2023,0
29866,2024,96
799,2025,0
800,2026,0
801,2027,0
802,2028,0
803,2029,0
29867,2030,96
804,2031,0
805,2032,0
806,2033,0
29868,2034,96
29869,2035,96
29870,2036,96
29871,2037,96
29872,2038,96
29873,2039,96
29874,2040,96
29875,2041,96
29876,2042,96
29877,2043,96
807,2044,0
29878,2045,96
29879,2046,96
29880,2047,96
29881,2048,96
29882,2049,96
29883,2050,96
29884,2051,96
29885,2052,96
29886,2053,96
29887,2054,96
29888,2055,96
29889,2056,96
808,2057,0
809,2058,0
29890,2059,96
29891,2060,96
29892,2061,96
29893,2062,96
29894,2063,96
29895,2064,96
29896,2065,96
810,2066,0
811,2067,0
812,2068,0
813,2069,0
814,2070,0
815,2071,0
816,2072,0
817,2073,0
818,2074,0
819,2075,0
820,2076,0
821,2077,0
29897,2078,96
822,2079,0
823,2080,0
824,2081,0
825,2082,0
29898,2083,96
826,2084,0
827,2085,0
828,2086,0
829,2087,0
830,2088,0
831,2089,0
832,2090,0
833,2091,0
834,2092,0
835,2093,0
836,2094,0
837,2095,0
838,2096,0
839,2097,0
840,2098,0
841,2099,0
29899,2100,96
29900,2101,96
29901,2102,96
842,2103,0
29902,2104,96
29903,2105,96
843,2106,0
844,2107,0
845,2108,0
846,2109,0
847,2110,0
848,2111,0
849,2112,0
850,2113,0
851,2114,0
852,2115,0
853,2116,0
854,2117,0
855,2118,0
856,2119,0
857,2120,0
29904,2121,96
858,2122,0
859,2123,0
23649,2124,374
860,2125,0
29905,2126,96
29906,2127,96
861,2128,0
29907,2129,96
862,2130,0
29908,2131,96
863,2132,0
864,2133,0
865,2134,0
866,2135,0
867,2136,0
29909,2137,96
29910,2138,96
29911,2139,96
868,2140,0
869,2141,0
29912,2142,96
29913,2143,96
870,2144,0
29914,2145,96
29915,2146,96
871,2147,0
29916,2148,96
29917,2149,96
29918,2150,96
29919,2151,96
29920,2152,96
29921,2153,96
29922,2154,96
29923,2155,96
29924,2156,96
29925,2157,96
29926,2158,96
29927,2159,96
29928,2160,96
29929,2161,96
29930,2162,96
29931,2163,96
29932,2164,96
872,2165,0
29933,2166,96
29934,2167,96
29935,2168,96
29936,2169,96
29937,2170,96
29938,2171,96
29939,2172,96
29940,2173,96
29941,2174,96
29942,2175,96
873,2176,0
874,2177,0
29943,2178,96
29944,2179,96
875,2180,0
29945,2181,96
29946,2182,96
29947,2183,96
29948,2184,96
29949,2185,96
29950,2186,96
876,2187,0
29951,2188,96
29952,2189,96
877,2190,0
878,2191,0
879,2192,0
880,2193,0
881,2194,0
882,2195,0
29953,2196,96
29954,2197,96
29955,2198,96
29956,2199,96
29957,2200,96
29958,2201,96
29959,2202,96
883,2203,0
884,2204,0
885,2205,0
29960,2206,96
886,2207,0
29961,2208,96
29962,2209,96
29963,2210,96
29964,2211,96
29965,2212,96
887,2213,0
888,2214,0
889,2215,0
890,2216,0
891,2217,0
892,2218,0
893,2219,0
894,2220,0
895,2221,0
896,2222,0
897,2223,0
898,2224,0
899,2225,0
900,2226,0
901,2227,0
902,2228,0
903,2229,0
904,2230,0
29966,2231,96
905,2232,0
906,2233,0
29967,2234,96
907,2235,0
29968,2236,96
29969,2237,96
908,2238,0
29970,2239,96
909,2240,0
910,2241,0
911,2242,0
912,2243,0
913,2244,0
914,2245,0
915,2246,0
916,2247,0
29971,2248,96
29972,2249,96
29973,2250,96
29974,2251,96
29975,2252,96
29976,2253,96
29977,2254,96
29978,2255,96
29979,2256,96
29980,2257,96
29981,2258,96
29982,2259,96
29983,2260,96
29984,2261,96
29985,2262,96
29986,2263,96
29987,2264,96
29988,2265,96
29989,2266,96
29990,2267,96
29991,2268,96
29992,2269,96
29993,2270,96
29994,2271,96
29995,2272,96
29996,2273,96
29997,2274,96
29998,2275,96
29999,2276,96
30000,2277,96
30001,2278,96
30002,2279,96
30003,2280,96
30004,2281,96
30005,2282,96
30006,2283,96
30007,2284,96
30008,2285,96
30009,2286,96
30010,2287,96
30011,2288,96
30012,2289,96
30013,2290,96
30014,2291,96
30015,2292,96
30016,2293,96
30017,2294,96
30018,2295,96
30019,2296,96
30020,2297,96
30021,2298,96
30022,2299,96
30023,2300,96
30024,2301,96
30025,2302,96
30026,2303,96
30027,2304,96
30028,2305,96
30029,2306,96
917,2307,0
918,2308,0
919,2309,0
30030,2310,96
61306,2311,256
30031,2312,96
920,2313,0
30032,2314,96
921,2315,0
30033,2316,96
922,2317,0
30034,2318,96
30035,2319,96
923,2320,0
30036,2321,96
30037,2322,96
30038,2323,96
30039,2324,96
30040,2325,96
30041,2326,96
30042,2327,96
30043,2328,96
30044,2329,96
23650,2330,374
924,2331,0
925,2332,0
926,2333,0
927,2334,0
928,2335,0
929,2336,0
930,2337,0
931,2338,0
932,2339,0
933,2340,0
934,2341,0
935,2342,0
936,2343,0
937,2344,0
30045,2345,96
30046,2346,96
30047,2347,96
938,2348,0
939,2349,0
940,2350,0
941,2351,0
942,2352,0
30048,2353,96
943,2354,0
30049,2355,96
30050,2356,96
30051,2357,96
30052,2358,96
30053,2359,96
30054,2360,96
30055,2361,96
30056,2362,96
30057,2363,96
30058,2364,96
30059,2365,96
30060,2366,96
30061,2367,96
30062,2368,96
30063,2369,96
30064,2370,96
30065,2371,96
30066,2372,96
30067,2373,96
30068,2374,96
30069,2375,96
30070,2376,96
30071,2377,96
30072,2378,96
30073,2379,96
30074,2380,96
30075,2381,96
944,2382,0
945,2383,0
30076,2384,96
30077,2385,96
30078,2386,96
946,2387,0
30079,2388,96
30080,2389,96
30081,2390,96
30082,2391,96
30083,2392,96
30084,2393,96
30085,2394,96
30086,2395,96
30087,2396,96
30088,2397,96
30089,2398,96
30090,2399,96
30091,2400,96
30092,2401,96
30093,2402,96
30094,2403,96
30095,2404,96
30096,2405,96
30097,2406,96
30098,2407,96
30099,2408,96
30100,2409,96
30101,2410,96
30102,2411,96
30103,2412,96
30104,2413,96
30105,2414,96
30106,2415,96
30107,2416,96
30108,2417,96
30109,2418,96
30110,2419,96
30111,2420,96
30112,2421,96
30113,2422,96
30114,2423,96
30115,2424,96
30116,2425,96
30117,2426,96
30118,2427,96
30119,2428,96
947,2429,0
948,2430,0
949,2431,0
950,2432,0
30120,2433,96
951,2434,0
30121,2435,96
30122,2436,96
30123,2437,96
952,2438,0
953,2439,0
954,2440,0
955,2441,0
956,2442,0
957,2443,0
958,2444,0
959,2445,0
960,2446,0
961,2447,0
30124,2448,96
962,2449,0
963,2450,0
964,2451,0
965,2452,0
30125,2453,96
30126,2454,96
30127,2455,96
966,2456,0
30128,2457,96
967,2458,0
968,2459,0
969,2460,0
970,2461,0
971,2462,0
972,2463,0
973,2464,0
974,2465,0
975,2466,0
976,2467,0
977,2468,0
978,2469,0
979,2470,0
980,2471,0
981,2472,0
982,2473,0
983,2474,0
984,2475,0
985,2476,0
986,2477,0
987,2478,0
988,2479,0
989,2480,0
990,2481,0
991,2482,0
992,2483,0
30129,2484,96
993,2485,0
30130,2486,96
30131,2487,96
30132,2488,96
994,2489,0
995,2490,0
996,2491,0
997,2492,0
998,2493,0
999,2494,0
1000,2495,0
1001,2496,0
1002,2497,0
30133,2498,96
30134,2499,96
1003,2500,0
1004,2501,0
1005,2502,0
1006,2503,0
30135,2504,96
30136,2505,96
1007,2506,0
30137,2507,96
30138,2508,96
30139,2509,96
30140,2510,96
30141,2511,96
30142,2512,96
30143,2513,96
1008,2514,0
1009,2515,0
1010,2516,0
1011,2517,0
1012,2518,0
1013,2519,0
1014,2520,0
1015,2521,0
1016,2522,0
1017,2523,0
1018,2524,0
30144,2525,96
30145,2526,96
30146,2527,96
30147,2528,96
1019,2529,0
1020,2530,0
30148,2531,96
30149,2532,96
30150,2533,96
1021,2534,0
1022,2535,0
30151,2536,96
1023,2537,0
30152,2538,96
1024,2539,0
1025,2540,0
1026,2541,0
1027,2542,0
1028,2543,0
23651,2544,374
1029,2545,0
30153,2546,96
1030,2547,0
1031,2548,0
30154,2549,96
30155,2550,96
1032,2551,0
30156,2552,96
1033,2553,0
1034,2554,0
1035,2555,0
1036,2556,0
1037,2557,0
1038,2558,0
1039,2559,0
1040,2560,0
1041,2561,0
1042,2562,0
1043,2563,0
1044,2564,0
1045,2565,0
1046,2566,0
1047,2567,0
1048,2568,0
1049,2569,0
1050,2570,0
1051,2571,0
1052,2572,0
23652,2573,374
23653,2574,374
1053,2575,0
1054,2576,0
1055,2577,0
1056,2578,0
1057,2579,0
1058,2580,0
1059,2581,0
1060,2582,0
1061,2583,0
1062,2584,0
1063,2585,0
1064,2586,0
1065,2587,0
1066,2588,0
1067,2589,0
1068,2590,0
1069,2591,0
30157,2592,96
30158,2593,96
1070,2594,0
1071,2595,0
1072,2596,0
30159,2597,96
30160,2598,96
30161,2599,96
1073,2600,0
1074,2601,0
1075,2602,0
1076,2603,0
1077,2604,0
1078,2605,0
1079,2606,0
1080,2607,0
1081,2608,0
1082,2609,0
1083,2610,0
1084,2611,0
1085,2612,0
1086,2613,0
1087,2614,0
1088,2615,0
1089,2616,0
1090,2617,0
1091,2618,0
1092,2619,0
1093,2620,0
1094,2621,0
1095,2622,0
1096,2623,0
1097,2624,0
30162,2625,96
1098,2626,0
30163,2627,96
30164,2628,96
30165,2629,96
30166,2630,96
61307,2631,256
30167,2632,96
1099,2633,0
1100,2634,0
1101,2635,0
30168,2636,96
30169,2637,96
30170,2638,96
1102,2639,0
23654,2640,374
1103,2641,0
30171,2642,96
30172,2643,96
30173,2644,96
1104,2645,0
1105,2646,0
1106,2647,0
1107,2648,0
30174,2649,96
1108,2650,0
30175,2651,96
30176,2652,96
1109,2653,0
1110,2654,0
1111,2655,0
30177,2656,96
1112,2657,0
35850,2658,2
1113,2659,0
1114,2660,0
1115,2661,0
1116,2662,0
1117,2663,0
1118,2664,0
1119,2665,0
1120,2666,0
1121,2667,0
1122,2668,0
30178,2669,96
30179,2670,96
30180,2671,96
30181,2672,96
30182,2673,96
30183,2674,96
1123,2675,0
30184,2676,96
30185,2677,96
30186,2678,96
1124,2679,0
1125,2680,0
1126,2681,0
1127,2682,0
1128,2683,0
1129,2684,0
1130,2685,0
1131,2686,0
1132,2687,0
1133,2688,0
1134,2689,0
1135,2690,0
1136,2691,0
1137,2692,0
1138,2693,0
1139,2694,0
1140,2695,0
1141,2696,0
1142,2697,0
1143,2698,0
1144,2699,0
1145,2700,0
1146,2701,0
1147,2702,0
1148,2703,0
1149,2704,0
1150,2705,0
1151,2706,0
1152,2707,0
1153,2708,0
1154,2709,0
1155,2710,0
1156,2711,0
1157,2712,0
1158,2713,0
1159,2714,0
1160,2715,0
1161,2716,0
1162,2717,0
1163,2718,0
1164,2719,0
1165,2720,0
1166,2721,0
1167,2722,0
1168,2723,0
1169,2724,0
1170,2725,0
1171,2726,0
1172,2727,0
1173,2728,0
1174,2729,0
1175,2730,0
1176,2731,0
1177,2732,0
1178,2733,0
1179,2734,0
1180,2735,0
1181,2736,0
1182,2737,0
1183,2738,0
1184,2739,0
1185,2740,0
1186,2741,0
1187,2742,0
1188,2743,0
1189,2744,0
1190,2745,0
1191,2746,0
23655,2747,374
1192,2748,0
1193,2749,0
1194,2750,0
1195,2751,0
1196,2752,0
1197,2753,0
1198,2754,0
1199,2755,0
1200,2756,0
1201,2757,0
1202,2758,0
1203,2759,0
1204,2760,0
1205,2761,0
1206,2762,0
1207,2763,0
1208,2764,0
1209,2765,0
1210,2766,0
1211,2767,0
1212,2768,0
1213,2769,0
1214,2770,0
1215,2771,0
1216,2772,0
30187,2773,96
1217,2774,0
1218,2775,0
1219,2776,0
1220,2777,0
1221,2778,0
1222,2779,0
1223,2780,0
1224,2781,0
1225,2782,0
1226,2783,0
1227,2784,0
1228,2785,0
1229,2786,0
1230,2787,0
1231,2788,0
1232,2789,0
1233,2790,0
23656,2791,374
1234,2792,0
1235,2793,0
1236,2794,0
1237,2795,0
1238,2796,0
1239,2797,0
1240,2798,0
1241,2799,0
1242,2800,0
1243,2801,0
1244,2802,0
1245,2803,0
1246,2804,0
1247,2805,0
1248,2806,0
1249,2807,0
1250,2808,0
1251,2809,0
1252,2810,0
1253,2811,0
1254,2812,0
1255,2813,0
1256,2814,0
1257,2815,0
1258,2816,0
1259,2817,0
1260,2818,0
1261,2819,0
1262,2820,0
1263,2821,0
1264,2822,0
1265,2823,0
1266,2824,0
1267,2825,0
1268,2826,0
1269,2827,0
1270,2828,0
1271,2829,0
1272,2830,0
1273,2831,0
1274,2832,0
1275,2833,0
1276,2834,0
1277,2835,0
1278,2836,0
1279,2837,0
1280,2838,0
1281,2839,0
1282,2840,0
1283,2841,0
1284,2842,0
1285,2843,0
1286,2844,0
1287,2845,0
1288,2846,0
1289,2847,0
1290,2848,0
30188,2849,96
30189,2850,96
30190,2851,96
1291,2852,0
1292,2853,0
1293,2854,0
1294,2855,0
1295,2856,0
1296,2857,0
1297,2858,0
1298,2859,0
1299,2860,0
23657,2861,374
23658,2862,374
23659,2863,374
1300,2864,0
1301,2865,0
1302,2866,0
1303,2867,0
1304,2868,0
1305,2869,0
1306,2870,0
1307,2871,0
1308,2872,0
1309,2873,0
1310,2874,0
1311,2875,0
1312,2876,0
1313,2877,0
30191,2878,96
1314,2879,0
1315,2880,0
1316,2881,0
1317,2882,0
1318,2883,0
1319,2884,0
1320,2885,0
23660,2886,374
1321,2887,0
23661,2888,374
23662,2889,374
1322,2890,0
1323,2891,0
1324,2892,0
1325,2893,0
30192,2894,96
30193,2895,96
30194,2896,96
1326,2897,0
1327,2898,0
1328,2899,0
1329,2900,0
1330,2901,0
1331,2902,0
30195,2903,96
30196,2904,96
30197,2905,96
1332,2906,0
1333,2907,0
1334,2908,0
1335,2909,0
1336,2910,0
1337,2911,0
1338,2912,0
1339,2913,0
1340,2914,0
1341,2915,0
1342,2916,0
1343,2917,0
1344,2918,0
1345,2919,0
1346,2920,0
1347,2921,0
1348,2922,0
1349,2923,0
1350,2924,0
1351,2925,0
1352,2926,0
1353,2927,0
1354,2928,0
1355,2929,0
1356,2930,0
1357,2931,0
1358,2932,0
1359,2933,0
1360,2934,0
1361,2935,0
1362,2936,0
1363,2937,0
1364,2938,0
1365,2939,0
1366,2940,0
1367,2941,0
1368,2942,0
1369,2943,0
1370,2944,0
1371,2945,0
1372,2946,0
1373,2947,0
1374,2948,0
1375,2949,0
1376,2950,0
1377,2951,0
1378,2952,0
1379,2953,0
30198,2954,96
30199,2955,96
30200,2956,96
1380,2957,0
1381,2958,0
1382,2959,0
1383,2960,0
1384,2961,0
1385,2962,0
61308,2963,256
1386,2964,0
1387,2965,0
1388,2966,0
1389,2967,0
1390,2968,0
1391,2969,0
1392,2970,0
1393,2971,0
1394,2972,0
1395,2973,0
1396,2974,0
1397,2975,0
1398,2976,0
1399,2977,0
1400,2978,0
1401,2979,0
1402,2980,0
30201,2981,96
30202,2982,96
30203,2983,96
1403,2984,0
30204,2985,96
30205,2986,96
1404,2987,0
1405,2988,0
1406,2989,0
1407,2990,0
1408,2991,0
1409,2992,0
1410,2993,0
1411,2994,0
1412,2995,0
1413,2996,0
1414,2997,0
1415,2998,0
1416,2999,0
1417,3000,0
1418,3001,0
1419,3002,0
1420,3003,0
1421,3004,0
23663,3005,374
1422,3006,0
1423,3007,0
1424,3008,0
1425,3009,0
1426,3010,0
1427,3011,0
1428,3012,0
1429,3013,0
1430,3014,0
1431,3015,0
1432,3016,0
1433,3017,0
1434,3018,0
1435,3019,0
1436,3020,0
1437,3021,0
1438,3022,0
1439,3023,0
1440,3024,0
1441,3025,0
1442,3026,0
1443,3027,0
1444,3028,0
1445,3029,0
1446,3030,0
1447,3031,0
1448,3032,0
1449,3033,0
1450,3034,0
1451,3035,0
1452,3036,0
1453,3037,0
1454,3038,0
1455,3039,0
1456,3040,0
1457,3041,0
1458,3042,0
1459,3043,0
1460,3044,0
1461,3045,0
1462,3046,0
1463,3047,0
1464,3048,0
1465,3049,0
1466,3050,0
1467,3051,0
1468,3052,0
1469,3053,0
1470,3054,0
1471,3055,0
1472,3056,0
1473,3057,0
1474,3058,0
1475,3059,0
1476,3060,0
1477,3061,0
1478,3062,0
1479,3063,0
1480,3064,0
1481,3065,0
1482,3066,0
1483,3067,0
1484,3068,0
1485,3069,0
1486,3070,0
1487,3071,0
1488,3072,0
1489,3073,0
1490,3074,0
1491,3075,0
1492,3076,0
23664,3077,374
1493,3078,0
23665,3079,374
1494,3080,0
1495,3081,0
1496,3082,0
1497,3083,0
1498,3084,0
1499,3085,0
1500,3086,0
1501,3087,0
1502,3088,0
1503,3089,0
1504,3090,0
1505,3091,0
1506,3092,0
1507,3093,0
1508,3094,0
1509,3095,0
1510,3096,0
1511,3097,0
1512,3098,0
1513,3099,0
1514,3100,0
1515,3101,0
1516,3102,0
1517,3103,0
1518,3104,0
1519,3105,0
1520,3106,0
1521,3107,0
1522,3108,0
1523,3109,0
1524,3110,0
1525,3111,0
1526,3112,0
1527,3113,0
1528,3114,0
1529,3115,0
1530,3116,0
1531,3117,0
1532,3118,0
1533,3119,0
1534,3120,0
1535,3121,0
1536,3122,0
1537,3123,0
1538,3124,0
1539,3125,0
1540,3126,0
1541,3127,0
1542,3128,0
1543,3129,0
23666,3130,374
1544,3131,0
1545,3132,0
1546,3133,0
1547,3134,0
1548,3135,0
1549,3136,0
1550,3137,0
1551,3138,0
1552,3139,0
1553,3140,0
1554,3141,0
1555,3142,0
1556,3143,0
1557,3144,0
1558,3145,0
1559,3146,0
1560,3147,0
1561,3148,0
1562,3149,0
1563,3150,0
1564,3151,0
1565,3152,0
1566,3153,0
1567,3154,0
1568,3155,0
1569,3156,0
1570,3157,0
1571,3158,0
1572,3159,0
1573,3160,0
1574,3161,0
1575,3162,0
1576,3163,0
1577,3164,0
1578,3165,0
1579,3166,0
1580,3167,0
1581,3168,0
1582,3169,0
1583,3170,0
1584,3171,0
1585,3172,0
1586,3173,0
1587,3174,0
1588,3175,0
1589,3176,0
1590,3177,0
1591,3178,0
1592,3179,0
1593,3180,0
1594,3181,0
1595,3182,0
1596,3183,0
1597,3184,0
1598,3185,0
1599,3186,0
23667,3187,374
1600,3188,0
23668,3189,374
1601,3190,0
1602,3191,0
1603,3192,0
1604,3193,0
1605,3194,0
1606,3195,0
1607,3196,0
1608,3197,0
1609,3198,0
23669,3199,374
1610,3200,0
23670,3201,374
1611,3202,0
1612,3203,0
23671,3204,374
23672,3205,374
1613,3206,0
1614,3207,0
1615,3208,0
1616,3209,0
1617,3210,0
1618,3211,0
1619,3212,0
1620,3213,0
23673,3214,374
1621,3215,0
1622,3216,0
1623,3217,0
1624,3218,0
1625,3219,0
1626,3220,0
1627,3221,0
1628,3222,0
1629,3223,0
1630,3224,0
1631,3225,0
1632,3226,0
1633,3227,0
1634,3228,0
1635,3229,0
23674,3230,374
1636,3231,0
1637,3232,0
1638,3233,0
1639,3234,0
1640,3235,0
1641,3236,0
1642,3237,0
1643,3238,0
1644,3239,0
1645,3240,0
1646,3241,0
1647,3242,0
1648,3243,0
1649,3244,0
1650,3245,0
1651,3246,0
1652,3247,0
1653,3248,0
1654,3249,0
1655,3250,0
1656,3251,0
1657,3252,0
1658,3253,0
1659,3254,0
1660,3255,0
1661,3256,0
1662,3257,0
1663,3258,0
1664,3259,0
1665,3260,0
23675,3261,374
1666,3262,0
1667,3263,0
1668,3264,0
1669,3265,0
1670,3266,0
1671,3267,0
1672,3268,0
23676,3269,374
1673,3270,0
1674,3271,0
1675,3272,0
1676,3273,0
1677,3274,0
1678,3275,0
1679,3276,0
1680,3277,0
1681,3278,0
1682,3279,0
1683,3280,0
1684,3281,0
1685,3282,0
1686,3283,0
1687,3284,0
1688,3285,0
1689,3286,0
30206,3287,96
30207,3288,96
1690,3289,0
1691,3290,0
1692,3291,0
1693,3292,0
1694,3293,0
1695,3294,0
23677,3295,374
1696,3296,0
1697,3297,0
1698,3298,0
1699,3299,0
1700,3300,0
1701,3301,0
1702,3302,0
1703,3303,0
1704,3304,0
1705,3305,0
1706,3306,0
1707,3307,0
1708,3308,0
1709,3309,0
1710,3310,0
1711,3311,0
1712,3312,0
1713,3313,0
1714,3314,0
1715,3315,0
1716,3316,0
1717,3317,0
1718,3318,0
1719,3319,0
1720,3320,0
1721,3321,0
30208,3322,96
1722,3323,0
1723,3324,0
30209,3325,96
30210,3326,96
1724,3327,0
1725,3328,0
30211,3329,96
35851,3330,2
1726,3331,0
1727,3332,0
1728,3333,0
1729,3334,0
1730,3335,0
1731,3336,0
1732,3337,0
1733,3338,0
1734,3339,0
1735,3340,0
1736,3341,0
1737,3342,0
1738,3343,0
1739,3344,0
1740,3345,0
1741,3346,0
1742,3347,0
1743,3348,0
1744,3349,0
1745,3350,0
1746,3351,0
1747,3352,0
1748,3353,0
1749,3354,0
1750,3355,0
1751,3356,0
1752,3357,0
1753,3358,0
1754,3359,0
1755,3360,0
1756,3361,0
1757,3362,0
1758,3363,0
1759,3364,0
1760,3365,0
1761,3366,0
1762,3367,0
1763,3368,0
1764,3369,0
1765,3370,0
1766,3371,0
1767,3372,0
23678,3373,374
1768,3374,0
1769,3375,0
1770,3376,0
1771,3377,0
1772,3378,0
1773,3379,0
23679,3380,374
23680,3381,374
1774,3382,0
23681,3383,374
1775,3384,0
23682,3385,374
1776,3386,0
1777,3387,0
1778,3388,0
23683,3389,374
1779,3390,0
1780,3391,0
1781,3392,0
1782,3393,0
1783,3394,0
1784,3395,0
1785,3396,0
1786,3397,0
1787,3398,0
1788,3399,0
1789,3400,0
1790,3401,0
1791,3402,0
1792,3403,0
1793,3404,0
1794,3405,0
1795,3406,0
1796,3407,0
1797,3408,0
1798,3409,0
1799,3410,0
1800,3411,0
1801,3412,0
1802,3413,0
1803,3414,0
23684,3415,374
1804,3416,0
1805,3417,0
1806,3418,0
1807,3419,0
1808,3420,0
1809,3421,0
1810,3422,0
1811,3423,0
1812,3424,0
1813,3425,0
1814,3426,0
1815,3427,0
1816,3428,0
1817,3429,0
1818,3430,0
1819,3431,0
1820,3432,0
1821,3433,0
1822,3434,0
1823,3435,0
1824,3436,0
1825,3437,0
1826,3438,0
1827,3439,0
1828,3440,0
1829,3441,0
1830,3442,0
1831,3443,0
1832,3444,0
1833,3445,0
1834,3446,0
1835,3447,0
1836,3448,0
1837,3449,0
1838,3450,0
1839,3451,0
23685,3452,374
1840,3453,0
1841,3454,0
1842,3455,0
1843,3456,0
1844,3457,0
1845,3458,0
1846,3459,0
1847,3460,0
1848,3461,0
1849,3462,0
1850,3463,0
1851,3464,0
1852,3465,0
1853,3466,0
1854,3467,0
1855,3468,0
1856,3469,0
1857,3470,0
1858,3471,0
30212,3472,96
1859,3473,0
56697,3474,71
1860,3475,0
1861,3476,0
1862,3477,0
1863,3478,0
1864,3479,0
1865,3480,0
1866,3481,0
1867,3482,0
1868,3483,0
23686,3484,374
1869,3485,0
1870,3486,0
1871,3487,0
1872,3488,0
1873,3489,0
1874,3490,0
1875,3491,0
1876,3492,0
1877,3493,0
1878,3494,0
1879,3495,0
1880,3496,0
1881,3497,0
1882,3498,0
1883,3499,0
1884,3500,0
1885,3501,0
1886,3502,0
1887,3503,0
1888,3504,0
1889,3505,0
1890,3506,0
1891,3507,0
1892,3508,0
1893,3509,0
1894,3510,0
1895,3511,0
1896,3512,0
1897,3513,0
1898,3514,0
1899,3515,0
1900,3516,0
1901,3517,0
1902,3518,0
1903,3519,0
1904,3520,0
23687,3521,374
1905,3522,0
1906,3523,0
1907,3524,0
1908,3525,0
1909,3526,0
1910,3527,0
1911,3528,0
1912,3529,0
1913,3530,0
1914,3531,0
23688,3532,374
23689,3533,374
1915,3534,0
1916,3535,0
1917,3536,0
1918,3537,0
1919,3538,0
30213,3539,96
1920,3540,0
30214,3541,96
30215,3542,96
30216,3543,96
30217,3544,96
1921,3545,0
30218,3546,96
30219,3547,96
1922,3548,0
30220,3549,96
30221,3550,96
1923,3551,0
1924,3552,0
1925,3553,0
1926,3554,0
1927,3555,0
1928,3556,0
1929,3557,0
1930,3558,0
1931,3559,0
1932,3560,0
23690,3561,374
23691,3562,374
1933,3563,0
1934,3564,0
1935,3565,0
1936,3566,0
1937,3567,0
1938,3568,0
1939,3569,0
30222,3570,96
1940,3571,0
1941,3572,0
1942,3573,0
1943,3574,0
1944,3575,0
30223,3576,96
1945,3577,0
1946,3578,0
1947,3579,0
1948,3580,0
1949,3581,0
1950,3582,0
1951,3583,0
1952,3584,0
1953,3585,0
1954,3586,0
1955,3587,0
1956,3588,0
1957,3589,0
1958,3590,0
30224,3591,96
1959,3592,0
1960,3593,0
1961,3594,0
1962,3595,0
1963,3596,0
1964,3597,0
1965,3598,0
30225,3599,96
1966,3600,0
30226,3601,96
1967,3602,0
1968,3603,0
1969,3604,0
1970,3605,0
1971,3606,0
30227,3607,96
1972,3608,0
1973,3609,0
1974,3610,0
